Date,00:00:00,00:15:00,00:30:00,00:45:00,01:00:00,01:15:00,01:30:00,01:45:00,02:00:00,02:15:00,02:30:00,02:45:00,03:00:00,03:15:00,03:30:00,03:45:00,04:00:00,04:15:00,04:30:00,04:45:00,05:00:00,05:15:00,05:30:00,05:45:00,06:00:00,06:15:00,06:30:00,06:45:00,07:00:00,07:15:00,07:30:00,07:45:00,08:00:00,08:15:00,08:30:00,08:45:00,09:00:00,09:15:00,09:30:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00
12/11/2019,247.21,241.15,238.89,236.91,241.07,240.07,239.34,237.55,237.88,239.41,242.77,242.98,247.3,258.1,263.23,265.3,264.84,268.44,281.21,286.88,288.8,293.52,294.92,292.66,290.59,295.16,295.66,300.18,303.52,303.39,300.18,301.39,305.12,306.53,317.16,315.56,308.36,310.34,307.64,311.91,313.95,317.23,314.31,311.56,307.63,297.09,295.51,290.59,284.95,273.06,259.82,243.84,239.94,235.31,226.97,219.5,217.19,206.48,196.51,189.25,185.01,187.28,194.73,197.13,189.25,183.57,182.49,178.67,183.61,177.2,169.02,164.4,166.32,159.55,146.44,142.24,141.29,134.62,137.2,139.11,137.38,140.44,145.15,146.11,144.62,148.53,150.47,153.64,159.88,164.34,166.59,165.33,162.92,165.14,169.79,169.7
13/11/2019,169.1,173.56,179.06,181.42,172.74,166.52,166.05,169.95,170.46,170.85,174.03,179.58,187.23,186.02,183.9,185.07,192.78,195.48,197.49,194.89,196.86,200.07,209.09,210.26,208.59,209.5,206.63,206.47,207.14,207.35,206.16,211.99,212.88,206.62,204.03,199.16,188.25,189.53,194.56,196.35,190.86,192.29,196.02,194.25,195.51,193.51,191.93,192.05,188.59,186.45,177.26,170.88,165.41,166.95,165.32,160.05,160.1,155.52,151.69,147.38,144.38,142.12,136.09,132.92,133.79,133.13,128.97,133.22,136.45,135.97,135.52,134.96,134.61,134.88,135.19,135.16,133.93,132.91,128.2,127.22,126.16,120.93,112.91,110.54,105.68,103.02,98.67,92.54,87.44,85.3,84.65,84.45,83.62,85.81,84.48,84.2
14/11/2019,81.06,77.69,74.87,73.7,74.01,70.56,70.04,68.37,70.27,71.26,74.5,74.8,78.76,81.64,82.34,84.66,85.07,88.7,90.67,93.31,100.97,108.52,116.31,119.68,121.16,123.79,128.04,133.81,139.01,145.94,149.21,147.95,140.99,129.35,117.24,110.57,107.54,101.2,95.6,93.81,91.66,88.65,88.13,90.06,90.52,90.43,92.67,95.83,99.68,106.34,105.08,107.64,106.7,110.83,109.8,111.24,114.42,118.39,123.41,130.7,138.89,147.56,151.72,160.04,178.51,189.29,199.68,209.63,216.22,218.62,224.86,224.28,230.28,235.38,238.93,245.63,250.31,246.13,247.79,246.12,248.05,238.81,233.29,226.4,216.92,216.43,218.71,214.57,213.07,213.19,227.72,229.84,228.69,231.2,230.95,232.49
15/11/2019,233.63,240.01,249.52,249.36,258.84,266.66,274.36,277.59,278.66,288.41,301.43,311.52,322.52,331.92,336.66,353.47,361,366.23,364.1,359.38,366.12,357.05,361.41,369.85,372.03,364.23,344.97,336.79,339.57,333.66,330.47,326.92,329.47,321.83,313.06,301.33,289.11,276.42,257.56,229.9,214.07,203.31,195.96,188.66,179.38,172.3,167.47,170.18,164.46,153.86,144.76,137.32,127.05,120.84,118.16,111.11,109.47,106.01,103.97,99.68,98.53,95.4,93.37,93.59,92.91,89.99,88.39,86.94,82.87,77.01,70.55,65.13,60.03,53.25,48.21,42.82,37.71,34.56,32.21,28.41,28.54,31.99,30.45,29.8,30.11,28.93,27.82,29.34,29.67,33.88,46.19,52.77,52,47.09,46.47,45.43
16/11/2019,48.6,51.04,51.92,45.67,41.59,38.51,33.72,31.11,29.81,31.26,29.93,26.78,25.58,22.51,21.89,22.25,23.95,27.38,30.68,33.67,33.23,31.64,32.16,34.59,37.7,43.59,48.35,52.74,58.59,63.33,63.72,65.73,69.01,70.65,71.61,73.5,80.38,87.49,95.56,100.85,111.56,121.82,131.55,141.31,150.49,161.37,170.28,175.35,176.93,182.97,187.46,190.13,196.38,196.97,195.57,194.13,191.4,193.81,198.2,195.26,194.53,194.3,194.57,196.25,199.26,197.84,201.6,203.98,207.72,211.33,213.37,213.65,213.74,217.19,214.57,214.55,208.68,201.35,203.46,203.79,199.89,198.48,194.53,189.91,182.13,177.19,171.98,158.88,143.13,132.97,128.32,127.58,127,129.04,127.35,127.27
17/11/2019,128.55,130.83,132.99,133.72,129.04,126.64,125.49,121.06,116.62,113.56,111.04,106.67,105.15,103.19,99.99,96.44,98.03,95,93.36,92.26,92.18,93.75,95.95,98.52,105.2,111.21,111.91,106.82,102.17,101.36,98.11,92.92,84.56,80.05,76.94,75.77,73.95,74.48,76.72,79.03,79.75,79.5,80.19,79.44,80.17,84.27,83.68,84.1,85.82,89.99,100.91,105.34,104.02,102.76,100.28,102.49,106.57,107.56,112.9,123.4,127.1,134.64,139.79,144.48,148.04,150.44,154.57,152.35,152.63,151.25,160.28,161.54,157.23,154.58,162.32,169.49,164.86,168.94,170.31,164.65,159.08,156.75,150.13,151.08,154.3,150.9,146.77,143.78,139.11,135.33,136.85,136.98,139.13,141.15,140.97,138.79
18/11/2019,135.31,129.71,130.11,130.07,129.51,128.57,120.35,113.92,109.26,99.6,89.77,83.81,79.56,68.9,59.69,52.85,49.51,48.14,47.49,50.66,47.41,47.03,50.29,48,44.53,44.42,42.95,44.44,45.18,41.99,40.22,39.96,39.41,40.76,41.86,44.32,47.3,45.3,43.31,43.59,46.17,48.32,50.06,52.37,54.39,56.99,62.79,65.95,70.77,74.5,80.7,90.82,92.54,99.6,103.46,104.41,111.09,116.8,119.24,119.88,127.08,134.92,142.29,152.66,164.64,176.02,185.55,192.71,201.79,209.92,220.42,228.1,235.55,238.53,245.79,251.87,257.76,265.86,269.05,284.88,295.58,306.98,315.27,325.06,326.27,325.23,334.8,343.71,353.92,355.99,351.86,361.15,356.58,352.18,353.17,354.56
19/11/2019,353.31,356.47,364.02,363.15,365.33,354.11,347.79,348.97,359.39,363.95,368.25,371.09,368.04,361.13,353.6,349.04,341.88,333.19,329.09,317.65,315.2,311.68,300.21,291.05,284.2,273.01,264.62,257.41,244.42,231.22,225,215.49,205.1,199.81,183.49,175.1,168.25,168.17,162.24,157.22,155.14,154.81,149.56,146.97,145.39,144.28,142.67,143.13,135.82,127.12,121.96,116.77,112.62,111.52,101.84,94.71,88.86,85.61,81.62,77.41,72.44,70.38,67.57,65.83,66.46,67.11,65.8,61.98,59.61,56.73,54.92,54.66,54.17,52.03,47.97,45.64,44.65,43.18,41.25,38.96,37.55,37.81,35.62,33.13,31.92,31.34,29.74,28.87,26.33,24.03,23.05,22.46,19.9,18.06,16.79,14.66
20/11/2019,13.77,11.93,11.34,10.84,9.31,8.5,7.47,6.25,5.83,5.02,4.8,5.01,5.66,5.98,6.46,6.35,6.93,7.62,7.77,7.82,7.14,6.19,5.33,5.02,4.75,4.97,5.88,5.59,5.94,5.84,5.12,4.4,4.04,3.73,3.58,3.34,3.18,3.01,3.31,3.25,3.57,3.19,3.29,3.43,3.09,3.2,3.29,3.12,3.11,3.23,3.74,3.22,2.75,2.85,2.75,3.38,4.39,5.05,5.07,5.03,5.37,5.34,6.05,5.48,5.18,5.83,6.29,6.36,6.99,7.2,7.04,6.85,7.44,8.15,8.33,8.1,7.92,8.17,7.99,8.11,8.28,8.92,8.67,8.42,9.24,9.06,8.83,9.09,9.75,10.41,10.21,10.2,10.13,10.03,9.31,8.72
21/11/2019,8.28,8.15,8.36,8.99,9.14,10.35,10.75,10.4,9.91,9.86,9.68,9.44,9.89,10.57,10.89,10.86,11.01,11.13,10.23,10.35,10.99,11.28,11.41,11.8,12.2,12.11,12.05,13.09,14.64,15.21,15.33,15.9,16.45,16.65,17.81,18.61,20.47,21.21,22.15,22.59,22.42,23.36,24.04,25,24.98,24.63,24.83,25.21,23.7,23.39,22.94,22.68,23.47,24.46,25.01,25.45,26.86,27.7,27.61,28.42,29.96,31.5,33.17,33.38,34.45,36.18,38.73,40.43,42.45,42.84,43.35,43.51,43.43,43.66,43.83,42.45,43,41.11,39.5,39.41,38.86,37.52,36.55,36.28,34.67,36.89,40.54,42.5,42.68,42.94,42.33,41.34,42.04,40.84,39.71,39.28
22/11/2019,38.84,40.5,41.05,41.84,41.98,40.53,39.39,38.62,39.95,42.23,44.03,47.43,49.62,53.05,56.13,57.76,59.51,62.45,62.5,64.16,66.59,69.46,71.96,73.78,76.25,77.8,80.38,81.95,78.38,79.51,78.06,79.35,79.62,74.55,69.92,65.18,64.24,61.95,57.24,55.29,54.12,51.65,51.12,48.62,49.92,47.58,45.2,42.89,44.46,45.85,49.52,54.26,57.7,61.35,64,67.92,68.22,74.14,76.43,80.46,89.7,90.51,92.41,96.1,103.83,114.24,118.37,127.96,133.13,138.36,137.84,136.4,138.79,142.5,144.78,142.2,143.73,153.65,154.75,156.34,157.17,158.15,160.52,162.21,160.23,156.9,152.33,150.02,155.64,161.29,163.52,164.96,169.55,172.7,172.27,174.79
23/11/2019,178.51,187.67,190.47,192.31,204.36,220.3,228.79,234.91,244.79,261.48,269.9,267.9,261.2,262.31,269.99,272.67,272.16,283.35,292.77,297.12,295.51,301.27,302.94,307.87,308.33,308.53,315.94,322.47,327.45,326.7,319.39,317.57,319.26,323.52,320.98,318.45,316.94,311.92,299.34,302.31,299.13,289.12,284.79,283.78,287.63,295.41,290.1,284.89,277.16,272.41,274.52,268.82,269.79,274.66,275.82,281.59,277.65,291.02,296.25,294.16,308.41,317.06,318.77,322.91,328.17,330.64,331.11,336.17,334.55,327.11,323.1,323.35,323.9,319.34,308.81,304.24,299.31,292.02,288.66,280.2,278.68,280.59,281.16,273.85,269.95,270.16,266.42,263.88,260.41,255.97,255.97,259.42,257.32,253.86,248.06,244.23
24/11/2019,244.25,244.74,241.9,243.74,239.54,238.08,239.61,238.52,232.62,226.8,220.31,215.49,216.43,214.71,210.38,208.73,205.15,204.44,201.45,199.08,194.05,192.82,185.85,185.96,186.88,183.86,183.11,180,180.66,178.97,171.1,169.43,165.36,162.19,153.79,144.99,138.82,134,124.29,115.42,107.39,98.65,95.81,96.46,91.05,88.71,82.96,78.2,74.78,74.63,70.71,68.91,65.7,60.66,59.19,58.22,59.35,58.87,56.49,56.31,56.03,55.84,58.46,57.46,59.93,61.98,61.34,62.07,64.79,66.08,62.75,63.87,62.74,62.88,62.38,60.26,58.46,54.39,50.45,48.01,44.09,41.62,37.81,34.97,30.41,27.15,25.1,23.43,21.77,19.64,17.98,16.5,15.33,14.21,13.06,12
25/11/2019,10.92,10.47,10.65,11.75,10.91,10.96,11.25,11.54,11.72,11.21,11.62,11.04,10.45,10.24,9.28,8.65,8.58,9.04,9.64,10.53,11.51,12.74,14.06,14.72,16.32,17.82,18.38,19.46,18.22,19.96,20.69,21.44,22.32,21.99,20.69,19.73,19.57,19.17,18.15,17.17,15.7,14.44,14.19,13.96,12.32,10.86,9.1,8.76,7.56,7.49,7.3,7.87,7.9,8.2,8.75,8.89,8.93,9.35,9.37,10.37,11.61,11.83,12.36,12.7,14.08,14.11,14.22,14.4,14.41,15.7,16.59,18.14,19.7,21.62,22.2,23.82,24.06,23.27,24.12,24.75,24.57,23.75,23.68,25.5,25.44,25.44,26.78,29.22,30.25,31.09,33.04,32.18,30.03,31.41,30.3,29.79
26/11/2019,31.82,31,32.5,32.39,32.8,33.3,35.06,35.98,35.31,36.22,37.3,40.28,42.77,43.82,45.38,46.79,49.32,52.17,52.76,53.75,57.86,59.55,63.63,65.72,65.69,67.79,68.37,71.39,72.79,74.34,76.9,79.77,83.16,82.7,81.05,79.31,79.62,79.08,80.3,79.79,75.75,75.17,74.35,73.66,70.2,68.36,67.69,67.12,64.88,62.6,62.79,63.63,63.17,60.35,64.62,65,68.87,71.6,73.77,76.43,76.39,76.6,82.15,87.79,95.76,100.81,102.42,104.09,107.02,106.08,110.39,112.94,114.99,118.2,117.97,117.11,116.78,119.75,122.04,120.29,118.21,119.19,125.56,121.31,118.94,122.75,124.06,127.72,131.51,126.65,125.89,126.4,125.2,124.65,116.37,110.25
27/11/2019,111.15,112.52,110.31,108.29,104.02,100.6,97.17,95.56,96.04,98.73,106.61,110.02,109.6,107.73,113.82,119.1,124.17,126.61,127.85,133.2,133.69,136.21,129.1,137.32,145.77,141.95,143.98,155.77,170.32,179.69,193.2,203.96,208.34,212.69,219.36,217.05,214.56,212.3,212.59,217.87,220.06,218.57,215.15,212.11,205.79,195.25,186.54,185.9,188.59,181.9,174.48,168.71,176.7,185.11,181.79,191.23,198.22,205.28,210.42,208.75,212.67,216.13,222.86,229.39,239.84,252.35,258.62,265.26,269.59,274.31,278.09,279.82,286.79,297.36,299.73,305.38,306.32,310.69,321.16,323.43,322.53,322.16,324.68,322.12,322.1,331.38,331.34,336.57,337.37,339.4,342.17,347.92,358.01,372.16,376.99,392.09
28/11/2019,396.79,405.79,419.56,435.9,443.29,455.77,470.18,478.4,483.09,483.09,475.02,470.76,468.26,467.77,464.85,456.36,450.57,444.59,448.03,442.62,443.98,446.83,443.56,446.9,447.98,448.92,450.52,450.88,448.52,453.56,453.03,454.47,463.77,466.25,469.79,475.66,477.84,476.91,483.52,478.39,477.16,486.92,487.33,489.44,491.08,499.02,493.1,488.4,489.16,491.93,491.66,488.01,489.01,480.04,477.86,476.22,476.24,472.88,470.85,455.2,452.31,447.89,440.28,433.06,417.79,406,391.21,386.11,380.1,370.8,374.3,368.48,368.87,370.4,371.65,368.6,371,371.45,367.53,376.88,373.91,377.29,381.73,376.72,377.32,378.28,386.66,392.93,393.56,393.02,390.1,386.25,371.71,362.93,375.74,375.47
29/11/2019,373.98,369.55,371.23,370.75,368.95,372.87,376.72,375.87,365.95,376.57,382.27,377.11,386.11,387.16,381,371.81,369.97,358.87,357.57,353.73,353.9,353.48,350.57,344.06,335.95,333.42,322.14,315.55,312.69,304.36,297.82,298.06,296.55,290.77,283.62,280.83,281.67,293.11,297.96,303.09,301.2,300.69,297.3,283.63,295.52,300.68,298.84,286.99,291.49,291.41,291.64,288.37,283.66,270.68,255.23,249.59,230.13,203.5,187.58,180.11,176.1,172.13,165.87,159.68,155.93,154.23,144.57,137.99,141.27,149.63,139.41,128.97,125.18,118.87,118.66,120.15,117.05,116.79,112.29,107.54,104.24,105.45,112.72,117.52,121.11,117.61,110.89,107.62,106.97,108.69,110.32,106.45,109.37,115.06,116.9,112.9
30/11/2019,115.61,111.5,105.33,106.09,104.88,105.78,99.78,92.61,92.89,93.54,95.93,103.4,103.85,96.16,92.01,90.98,90.74,89.51,91.36,90.83,88.65,86.52,85.4,82.47,83.03,79.05,75.04,72.89,68.39,67.42,67.31,67.68,64.34,58.58,54.77,53.95,50.01,45.02,41.16,37.43,33.35,33.01,32.13,30.88,30.49,29.4,27.27,28.07,28.95,29.1,30.13,29.35,30.37,30.39,29.79,28.88,28.88,29.69,30.67,30.95,31.97,33.87,34.44,33.99,35.21,33.76,31.76,32.21,31.77,31.09,31.16,30.35,31.5,33.36,34.96,35.17,35.26,34.71,33.29,33.85,35.89,36.64,37.46,37.17,37.42,37.05,36.99,36.51,36.05,37.22,39.65,41.67,41.6,45.09,52.56,57.17
01/12/2019,57.37,59.58,54.74,52.19,50.61,46.71,47.67,48.68,48.18,43.7,44.09,40.06,36.46,42.25,44.72,45.44,48.72,50.63,55.82,62.8,69.04,73.5,77.99,80.67,76.74,74.18,76.2,79.19,80.53,85.69,87.17,87.37,79.41,75.13,72.9,69.7,67.45,63.65,59.03,54.63,51.5,47.83,47.8,44.84,43.49,40.9,39.75,39.65,37.37,34.83,33.38,33.6,33.28,33.2,33.37,34.13,32.95,30.32,31.57,34.37,36.53,37.12,37.81,36.78,40.79,44.02,44.62,44.38,42.09,35.44,31.51,30.03,28.54,26.54,26.84,27.29,27.52,27.81,29.3,30.4,30.91,33,34.56,34.77,34.28,35.24,36.19,37.53,38.3,41.19,42.97,44.21,44.99,46.28,47.69,49.82
02/12/2019,52.44,57.87,61.94,68.16,73.41,78.43,77.5,76.95,81.02,81.27,84.53,84.47,85.83,90.44,92.86,93.56,91.4,92.83,97.09,100.69,99.6,98.51,97.75,99.02,100.09,102.12,109.45,110.47,111.67,115.19,110.49,111.89,111.22,106.88,106.56,110.19,114.95,111.9,114.19,114.66,112.71,114.48,117.13,108.9,109.94,113.81,115.84,118.9,122.95,126.12,127.7,129.27,138.67,139.03,136.28,141.7,145.29,143.73,141.32,141.34,138.7,137.77,135.15,134.02,137.89,136.78,132.48,130.79,124.83,118.05,114.98,113.83,110.61,106.97,101.37,101.03,99.02,95.15,91.36,88,82.9,77.99,73.11,68.95,67.01,64.83,62.9,60.39,60.06,57.21,53.75,54.65,54.19,53.72,53.7,52.58
03/12/2019,51.8,48.91,45.92,40.92,42.39,43.25,42.19,42.2,42.66,45.28,45.37,43.54,42.49,40.44,38.72,37.09,35.18,34.01,32.46,32.36,33.38,35.01,37.53,38.41,40.04,41.82,42,42.93,44.09,45.26,46.76,48.28,48.99,50.96,52.37,55.24,59.04,61.11,62.91,65.36,68.39,72.12,76.57,80.87,84.83,85.66,86.52,94.7,98.37,101.8,97.72,96.72,96.18,96.46,95.84,96.5,98.13,95.71,93.88,94.29,92.92,90.92,92.66,94.99,98,99.87,103.17,109.2,113.12,117.19,121.74,127.4,129.11,129.66,135.01,141.03,145.88,149.52,152.67,153.87,155.34,154.25,155.56,153.44,155.28,152.66,150.35,150.41,147.39,143.24,140.6,137.49,137.02,135.17,132.73,126.46
04/12/2019,120.96,118.57,117.35,119.68,118.71,115.06,110.22,109.58,109.21,105.98,104.64,103.76,100.69,99.54,98.93,93.48,88.67,85.4,84.95,81.83,80.39,81.12,80.5,78.89,74.36,73.02,74.37,77.3,76.43,76.55,76.54,76.11,75.23,74.24,70.84,68.09,63.37,60.52,57.74,57.68,58.5,59,57.97,56.5,56.63,55.9,54.23,52.84,48.53,49.61,48.25,49.77,50.88,50.17,47.13,47.53,44.7,43.02,43.26,42.11,41.83,45.56,49.26,53.47,57.38,61.94,63.94,65.92,70.79,75.58,76.81,78.42,78.06,77.87,78.12,79.96,81.92,80.65,80.76,78.51,74.44,69.37,65,63.69,61.87,59.67,58,56.67,57.48,58.72,56.54,54.27,55.14,57.05,58.44,57.95
05/12/2019,57.07,53.73,56.18,57.85,61.97,62.24,60.23,57.52,58.09,57.25,58.52,59.84,61.43,64.28,64.92,67.8,70.6,72,70.7,70.77,74.82,77.15,77.69,83.97,85.45,87.93,90.42,92.43,93.7,95.1,96.18,94.74,95.38,92.35,90.95,90.71,89.24,86.19,81.83,79.21,79.73,79.84,82.88,81.49,80.23,79.51,81.67,83.59,85.74,88.35,88.25,86.63,86.83,92.04,97.19,108.54,115.98,121.49,130.27,128.87,131.73,139.46,143.54,153.29,163.43,168.92,176.06,184.54,188.19,195.63,205.65,211.32,220.06,230.84,240.68,247.55,256.9,263.16,270.96,284.25,287.82,297.26,307.66,318.45,329.67,339.58,343.73,344.31,347.72,348.7,355.13,366.66,377.49,385.95,394.2,398.98
06/12/2019,407.84,395.59,386.41,392.27,395.13,394.23,395.17,396.06,397.41,399.76,399.54,401.39,397.7,398.69,398.71,397.11,397.38,401.18,400.05,397.53,398.79,398.48,393.73,394.02,394.23,399.32,397.75,400.45,397.79,393.16,394.7,400.48,401.48,408.56,407.9,416.56,427.98,432.79,431.74,435.84,433.24,427.72,421.84,419.31,411.63,405.52,402.27,402.82,402.98,406.91,397.22,398.4,400.31,405.48,406.23,406.88,410.86,416.03,422.64,425.85,430.02,431.33,439.13,446.27,444.98,454.14,461.97,462.94,463.29,473.44,476.98,471.63,469.92,478.32,483.39,490.97,496.92,512.11,515.39,516.72,521.14,525.59,521.64,520.8,518.22,522.03,528.88,535.64,534.44,534.73,532.7,529.13,521.03,514.53,504.88,505.31
07/12/2019,506.19,505.61,496.23,491.65,486.2,491.99,494.16,495.76,492.16,499.31,502.51,506.76,510.34,513.31,515.13,521.75,523.09,523.91,519.38,518.34,512.8,508.01,506.27,503.62,502.57,499,489.53,484.79,479.92,472.64,458.97,459.44,455.67,438.61,429.63,428.49,418.83,418.17,419.31,417.44,419.95,411.31,422.07,420.22,420.98,418.23,411.88,408.28,406.06,404.97,388.13,381.16,375.14,363.23,353.12,344.16,337.6,333.99,332.41,318.47,309.67,298.59,294.64,290.9,282.21,284.21,283.7,285.75,291.95,288.02,294.46,301.06,303.43,311.46,312.35,317.95,320.45,319.68,326.25,325.74,323.56,323.45,322.54,328.13,329.44,330.81,325.04,321.38,323.99,326.94,327.81,330.85,336.93,343.43,346.44,356.91
08/12/2019,364.22,378.73,394.29,401.48,412.62,411.52,415.14,428.13,433.77,440.18,451.48,475.34,497.68,506.52,515.98,525.3,532.77,549.75,568.44,581.97,578.11,573.39,573.08,580.08,586.92,586.84,586.53,589.88,588.94,591.55,594.91,597.7,591.66,593.91,594.72,601.38,602.13,606.16,605,601.06,598.58,607.13,616.86,632.23,633.34,634.06,622.95,621.2,620.34,625.69,627.13,627.91,612.06,602.67,594.34,584.08,580.06,573.61,567.05,546.53,544.61,546.03,540.56,548.25,543.58,540.61,536.64,520.39,512.52,505.65,489.42,486.33,482.77,474.23,460.37,461.16,463.65,469.49,462.52,462.84,464.84,465.9,468.05,452.14,448.03,444.52,437.97,444.59,455.84,460.99,456.52,466.77,481.8,487.89,494.49,489.76
09/12/2019,495.24,487.65,487.43,481.24,477.69,470.92,470.84,457.97,444.12,435.63,437.99,433.49,428.99,426.34,424.56,411.25,405.58,405.45,402.73,404.45,405.02,408.05,401.27,394.32,380.62,375.78,369.41,357.78,355.26,355.27,348.88,341.49,331.9,316.38,312.66,313.11,317.56,314.3,304.62,293.5,289.8,289.9,285.62,284.67,288.08,285.39,291.36,292.34,279.29,270.3,260.77,250.27,241.29,237.97,223.18,223.54,227.19,221.56,206.8,209.47,205.11,187.75,191.52,197.65,227.22,242.94,251.27,253.72,261.71,281.27,288.74,293.26,295.16,308.83,316.43,320.47,327.45,333.78,331.8,332.46,344.7,352.01,353.78,357.48,358.31,361.23,350.4,347.25,346.51,339.52,322.45,326.38,328.72,326.16,323.06,316.89
10/12/2019,307.02,299.62,296.02,278.91,268.77,266.06,250.5,238.92,232.2,225.47,221.54,216.21,213.26,205.68,205.99,198.34,186.21,183.02,173.52,168.82,160.05,147.51,141.51,136.68,131.16,124.35,123.06,118.52,111.9,106.27,101.79,96.79,91.11,90.72,87.93,85.13,85.67,84.48,85.92,82.08,80.2,80.93,81.44,82.59,83.12,83.83,85.9,87.9,95.34,102.25,105.3,111.06,116.06,121.65,131.07,138.34,142.37,149.35,160.71,171.11,181.49,200.51,220.3,246.43,268.4,288.09,302.17,323.19,345,360.67,373.69,378.34,387.42,391.23,397.97,407.74,418.45,417.32,413.26,413.64,418.13,417.9,423.19,431.99,435.13,443.4,449.49,455.56,451.75,451.44,452.51,461.91,466.79,460.16,451.63,454.52
11/12/2019,454.78,457.45,459.95,457.66,455.8,447.6,445.88,443.8,439.02,429.7,429.24,424.29,414.72,406.98,395.21,388.1,370.03,350.68,347.1,338.97,324.81,311,292.23,281.31,266.55,254.4,242.91,232.19,222.53,212.54,199.41,193.28,185.18,177.62,167.16,159.53,154.19,144.49,139.75,133.41,127.17,123.32,115.23,108.59,103.62,98.2,92.71,86.06,80.63,76.27,72.17,70.58,67.2,63.21,59.29,58.7,58.34,57.7,56.32,57.1,56.31,56.46,54.99,54.16,53.22,55.03,56.13,53.9,55.06,56.18,56.07,58.57,60.73,60.84,60.7,61.7,64.2,64.06,66.06,65.11,65.17,67.48,67.97,65.32,66.89,68.28,69.22,68.49,70.37,70.83,68.86,68.06,67.63,67.35,68.42,69.33
12/12/2019,72.49,72.4,72.82,71.31,72.71,72.58,72.96,71.22,69.38,70.62,72.23,75.35,78.71,81.88,81.56,77.04,76.95,76.6,79.54,82.29,83.96,84.46,84.78,85.18,84.41,84.62,87.85,94.53,98.61,99.19,101.73,105.05,107.17,111.36,110.71,114.37,113.14,116.18,122.43,122.41,125.09,124.16,121.88,120.54,121.61,121.71,122.54,120.94,119.95,116.31,113.71,113.74,109.92,111.3,110.37,108.65,105.72,104.38,105.85,104.32,108.55,109.61,109.19,115.73,118.47,123.16,129.06,133.01,135.89,146.74,153.97,157,164.04,175.98,182.88,196.11,204.25,213.31,223.21,235.01,238.44,250.84,261.34,266.56,269.48,272.77,287.97,297.57,298.91,303.09,305.78,316.83,326.33,337.73,329.7,328.62
13/12/2019,327.2,334.99,339.98,346.44,350.02,358.76,366.84,374.98,372.38,392.49,395.46,396.8,401.05,393.63,387.27,383.59,373.89,373.27,374.77,379.33,377.94,358.19,350.47,362.12,353.19,360.69,362.71,341.04,348.91,345.88,341.39,330.46,318.63,306.52,294.11,283.26,275.95,270.36,265.98,257.36,244.97,239.54,228.81,215.47,210.36,199.69,191.54,184.91,180.74,178.05,172.24,172,168.73,167.65,166.36,166.99,164.3,155.95,150.09,148.22,146.94,144.68,144.42,146.23,146.93,142.71,138.38,140.39,139.65,140.16,136.78,134.53,130.08,127.66,131.67,134.91,139.41,143.89,147.4,153,157.2,158.44,160.59,161.62,169.58,181.53,185.86,194.26,200.9,200.65,202.15,204.78,216.08,232.57,235.74,237.18
14/12/2019,236.77,234.68,235.55,239.65,252.88,260.23,267.67,274.11,278.85,272.88,266.83,265.94,263.11,261.68,259.75,259.4,266.37,262.71,260.55,259.59,262.44,267.17,278.09,285.7,284.92,282.94,284.3,288.73,296.24,298,300.73,302.16,320.94,346.22,366.8,374.15,394.9,415.77,430.69,448.61,461.91,479.27,488.77,499.89,512.31,520,531.7,546.83,557.41,571.75,583.19,587.88,596.23,585.14,587.44,593.73,592.95,586.55,566.33,544.86,527.28,508.88,506.9,496.56,492.12,485.13,491.75,499.63,511.06,508.09,506.61,517.63,530.09,543.72,567.95,574.05,571.14,576.02,577.64,568.06,560.88,552.55,548.55,544.06,526.06,515.16,506.35,496.78,485.53,467.71,448.98,429.12,400.56,371.59,352.34,329.98
15/12/2019,301.56,281.09,265.84,255.95,251.65,248.29,258.2,266.15,267.74,267.21,282.04,290.32,306.81,315.06,327.45,344.28,363.7,380.66,389.76,411.11,372.77,353.29,349.12,444.31,450.99,463.92,484.16,504.54,527.31,531.56,554.14,578.7,589.91,597.03,597.2,598.48,605.28,603.97,601.25,605.88,618.38,618,629.3,634.14,642.61,629.77,612.25,613.47,608.88,598.3,586.67,572.39,550.83,532.97,511.39,503.89,499.85,494.02,475.68,463.46,451.63,442.24,439.33,441.48,448.56,443.38,433.67,441.77,439.25,427.17,422.27,418.7,424.84,424.43,427.13,426.7,420.88,415.16,409.36,404.42,397.02,384.69,372.49,358.73,346.18,334.96,332.27,322.09,307.05,292.93,282,274.12,264.76,252.36,243.41,237.24
