Date,00:00:00,00:15:00,00:30:00,00:45:00,01:00:00,01:15:00,01:30:00,01:45:00,02:00:00,02:15:00,02:30:00,02:45:00,03:00:00,03:15:00,03:30:00,03:45:00,04:00:00,04:15:00,04:30:00,04:45:00,05:00:00,05:15:00,05:30:00,05:45:00,06:00:00,06:15:00,06:30:00,06:45:00,07:00:00,07:15:00,07:30:00,07:45:00,08:00:00,08:15:00,08:30:00,08:45:00,09:00:00,09:15:00,09:30:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00
02/09/2019,8.2,7.34,6.38,5.64,4.73,7.21,7.53,7.18,6.09,6.51,6.63,7.95,7.39,7.48,8.08,10.38,13.34,12.63,11.62,11.82,13.5,15.57,15.91,14.77,13.83,12.83,11.14,9.45,7.88,8.79,7.82,7.08,6.93,6.45,8.54,8.73,9.08,8.78,7.31,7.45,6.12,6.81,6.09,7.03,5.53,5.62,7.01,6.3,9.15,8.4,10.6,8.09,8.66,7.14,8.12,8.45,7.39,5.95,4.99,5.39,4.49,4.08,4.49,4.94,4.19,4.96,4.01,4.74,3.97,2.72,2.95,3.24,4.47,4.18,5.32,5.23,4.89,3.77,3.4,3.35,3.7,4.5,4.93,4.95,4.69,5.15,4.85,4.69,4.32,3.52,3.26,2.49,1.99,1.8,1.78,1.32
03/09/2019,1.11,1.16,1.12,0.87,0.78,0.69,0.58,0.5,0.38,0.21,0.12,0.06,0.06,0.12,0.1,0.09,0.11,0.4,0.56,0.31,0.4,0.62,0.51,0.67,0.86,0.74,0.89,0.88,0.95,0.9,0.88,0.32,0.26,0.26,0.37,0.39,0.97,0.97,1.53,1.41,1.87,1.99,2.74,2.98,2.4,2.01,2.74,3.6,2.84,3.93,4.11,4.64,3.9,4.01,4.08,5.31,5.12,5.82,5.36,4.57,4.1,4.56,5.32,3.82,4.52,3.45,3.53,2.95,2.78,2.62,1.36,1.27,1.67,1.71,0.96,0.76,0.64,0.59,0.62,0.49,0.77,0.79,0.82,1.01,1.4,1.6,1.6,1.49,1.51,1.56,1.64,2.02,2.75,2.95,3.43,4.4
04/09/2019,4.72,4.6,4.76,5.73,5.91,6.63,6.03,6.03,5.04,4.63,4.31,4.38,4.28,4.42,4.46,4.21,4.88,4.77,5.27,5.34,4.84,4.84,4.38,4.28,5.09,4.13,3.38,3.01,2.61,2.64,2.03,1.01,0.82,0.87,0.37,0.56,0.9,1.44,1.4,1.84,1.97,3.23,4.47,4.45,4.16,6.63,5.94,6.12,6.17,5.77,7.6,9.29,10.26,10.53,10.36,10.56,12.52,12.58,14.21,14.14,15.32,19.22,16.32,19.61,18.15,16.31,15.97,17.73,16.33,14.9,15.34,15.9,16.03,15.52,17.25,20.61,19.96,23.84,22.86,25.03,25.18,27.42,26.72,28.99,28.01,25.58,23.86,21.78,21.56,23.82,24.5,25.78,24.36,27.58,26.51,26.49
05/09/2019,26.82,27.1,23.9,21.73,21.2,23.46,23.75,22.2,21.99,20.84,21.12,22.62,21.44,23,23.71,23.16,25.22,24.32,16.58,21.21,24.35,28.35,29.84,33.15,35.97,36.41,29.99,34.89,37.44,41.01,38.83,38.84,41.71,37.93,39.3,36.96,33.56,37.34,38.21,46.58,39.21,36.47,38.57,37.31,42.14,38.02,34.17,34.82,33.94,31.49,32.84,30.56,34.06,30.12,28.83,25.01,25.3,23.4,27.12,26.12,23.76,22.5,20.82,20.05,17.77,17.1,15.61,15.03,12.45,11.66,10.8,10.9,12.2,13.56,15.62,15.24,17.31,17.73,17.36,16,16,18.27,21.38,19.66,19.95,15.81,17.86,18.87,16.03,16.68,17.21,19.06,19.64,20.64,20.64,21.73
06/09/2019,21.84,22.05,22.65,23.1,22.97,26.08,28.15,28.25,26.97,25.8,23.26,23.57,26.06,27.45,27.42,26.15,26.23,24.6,22.27,21.08,20.44,19,17.9,17.42,17,16.35,17.66,15.34,13.26,11.84,13.2,13.16,10.73,8.11,7.08,5.01,4.5,4.01,4.71,4.81,3.64,3.54,2.96,4.06,4.74,5.32,5.22,4.84,6,5.1,5.46,3.9,2.55,3.68,3.58,3.18,3.08,2.6,3.46,3.84,2.58,1,1,1,1,1,1,0.9,0.42,1,1,1,1.1,1.58,1.1,1.64,1.58,1.64,2.27,1.68,1.78,0,0,0.2,1.26,0.58,0,0,0,0,1,1.1,1.58,1,1.1,1.68
07/09/2019,1.78,2.26,1.58,1.1,1.78,3.46,4.24,5.5,6.08,6.19,6.66,6.99,6.21,4.95,4.26,4.55,3.9,3.27,2.69,2.5,4,4,4,4,5.08,5.19,4.3,6.14,6.43,4.68,4.58,3.96,4,5,5.9,6.34,7.42,7.27,6.75,7,7.1,7.58,8.1,8.62,8.71,10.84,12,12.62,13.84,13.12,12.62,12.75,11.81,9.66,9.95,9.64,10.29,7,7.34,6.66,7,6.34,5.66,5,4,4,3,3,2,2,2,2,1,1,1,1.32,3.26,2.58,2,2,2.1,2.68,2.66,0,0,0,0,0,2,2,2,2,2,1,1.08,0.86
08/09/2019,0.75,1.32,1.34,1.51,2,1.9,1.34,1.51,2,2,2,1.92,1.45,1.56,1.66,1.78,1.89,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.3,0,0,0,0,0,0,1,1,0.9,0.32,0.32,0.51,1.58,1,1,1,1,1,1,2,2.2,3.07,1.32,1.36,1.42,1.56,2.1,2.81,3.68,4.17,6.89,6.73,6.62,6.04,5.75,5.2,6.16,4.73,4.42,5.49,5.49,4.96,6,7.1,7.78,8.36,9.18,8.97,9.78,11.26,11.78,13.26,12.58,12.6,11.57,15.32,16.23
09/09/2019,16.73,18,20.1,21.58,21.81,20.64,21.08,21.03,19.58,21.18,22.91,23.34,24.82,27.49,28.03,31.17,30.83,31.23,33.01,31.58,31.9,32.02,31.67,35.06,36.03,34.71,34.76,35.36,33.66,32.5,36.9,35.93,33.8,34.37,31.07,32.34,32.92,32.82,31.34,24.17,26.21,28.06,27.91,28.35,26.8,25.15,21.14,19.46,17.97,17.36,15.12,13.71,10.82,9.03,7.27,8.71,7.55,7.92,5.21,4.72,2.6,4.06,4.54,3.96,3.08,3.71,2.71,0.71,0,0,0.3,1.95,1.46,1.84,0.78,1.26,0.58,0,0,0,0,0,0,0,0,0,0,0,0.1,0.68,0.68,0.68,1.68,1.68,1.58,1.1
10/09/2019,1.68,1.78,2.26,1.68,1.68,1.78,2.26,1.68,1.68,1.68,2.68,2.68,2.49,1.42,1.49,1.56,1.32,1.41,1.9,1.32,1.32,1.32,1.42,2.1,2.68,2.9,4.26,3.68,3.64,3.58,3.51,3.45,3.68,3.78,3.34,3.25,2.78,3.36,3.3,2,1.92,1.51,2.58,1.9,1.42,2,2,1.9,1.22,1.22,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3.5,4,5,5,6.66,7.6,8.5,9.33,8.22,7.45,8.22,9,8.22,8.22,8.22,9,9.66,9.56,8,8.71,8.66,9.56,8.75,6.22,6.29,6,4.45,5.25,4.45,3.45,3.45
11/09/2019,3.45,2.45,2.45,3.22,3.22,2.45,1.5,0.75,2.22,1.45,1.45,1.45,0.66,0.66,1.22,1.22,1.22,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.78,1,1,2.78,2.78,4.56,9.34,8.78,10.56,10,12,13,18.34,18.4,17.5,13.34,14.75,12,13,14,14.34,14.2,15.34,16,13.11,14.11,15.11,14.56,16.34,19.66,19.11,24,26.2,24.22,20.34,24.25,24.78,23.34,23.22,24.75,25.86,23.66,28,27.11,26.34,25.34,24.56,28.22,25.89,28,27.22,24.89
12/09/2019,24.11,24.11,21.66,20.66,19.25,20.66,20.89,22.45,24.22,27.2,28.34,23.89,27.78,27,27,28.34,28.56,25.22,28.14,28.34,20.34,20.34,22.66,21.89,20.11,16.89,15.11,17.22,15.45,13.66,11.89,11,12,11,13.89,12.89,11.89,13.45,11.78,12.56,11.78,11.78,13.34,12.56,14.11,13.34,13.5,13.43,12.66,12.6,8.66,8.66,10.45,12,11.22,8.66,11,11,11,11,12,11.2,10.5,12.89,11.34,8.78,9.56,7,6.34,5.8,4.75,3.86,2.89,5.45,6.22,7.78,7,8,8,7.5,7.75,8.43,11.11,10.34,8.5,9.43,12.86,11.34,11.56,10.78,10,10,9.66,9,9,9
13/09/2019,8.25,6.45,7.22,8,7.25,6.29,6.34,7,7,6.78,6.78,7.56,7.56,6.78,7.56,9.34,10.11,8.78,9.5,9.43,8.66,7.22,7.22,6.45,7.45,6.22,6.22,5.45,4.66,3.89,3.89,2.25,2.43,2.89,2.89,3.66,4.5,4.57,4.71,4.78,5.56,6.34,8.11,7.34,6.56,6.56,6.5,8.57,8,7.2,7.43,6,4.29,3.45,3.45,4.22,1.66,2.5,3.29,4,4,3.5,2.66,3.4,4.5,4.66,4.66,5,6.78,7.5,7.71,8.56,9.56,11.75,11.34,14.45,14.45,13.66,13.89,13.11,11.34,12.34,13.89,12.34,16.45,18,18.34,21.45,20.89,21.66,24.22,25.78,24.45,25.22,22.11,22.89
14/09/2019,22.11,22.11,25.22,22.11,24.45,24.45,23.66,24.45,24.45,22.89,22.89,22,25.22,22.11,24.45,26.5,24.71,31.45,29.75,27.86,20.34,21.66,21.45,22.34,22,25.78,19.11,18.11,16.11,12,8.45,7.45,4.66,2.89,3.45,1.54,1.5,1.78,1,1,1,1,0.25,0.29,1,0.4,1,1,0,1,1.78,1,2.56,1,2,2.78,2,2,2.78,1.4,1.5,2,1.4,2.5,2.66,2,3,3,4,3.5,3.8,5,5.66,6,7,8.34,7.25,8,9.75,9,9,9,8.25,8.57,8.45,8.45,7,8,9.56,10.5,11.43,14.5,15.29,13.66,12.6,12.5
15/09/2019,12,10.45,10.25,11.78,12.25,11.43,10.66,9,8.34,9.78,10.56,9.56,8.78,9.56,9.5,10.14,10,10.6,11,10.34,10,9.34,7.45,7.22,7.22,10,9,9.6,9.34,7,7,5.25,3.86,2.66,2.66,1.75,1.2,1.66,3.71,3,3,2.29,4,4.78,4,3.66,4.78,5.78,5.75,6.56,8.5,9.43,8.66,10.56,11.34,12.34,14.66,15.45,16,16.22,16,16.22,17,14.67,13.75,10.43,11.78,10.78,10.78,10,8.22,7.45,7.45,7.45,7.45,9,8.22,9.66,12.89,12,12.57,11,9.2,8,7.34,6.45,4.5,3.66,4,4,4,3.22,3.22,2.5,2.57,3.34
16/09/2019,3.4,3.22,3.22,4,5.78,6.56,5,5,5.71,6.34,5,5,5,4.22,3.22,4,4.78,5,3.22,4,4,4,4,4,4,3,3,3.75,3.71,3.34,2.66,2.78,2,2,0.5,0.5,1.78,1.78,2.78,2,6.11,5.34,7.88,7.89,9.45,11.22,14.34,13,16.11,15.56,19.25,20.57,18.66,21.89,21.11,22,25.22,20,19.2,21.11,21.75,19.43,14.66,15.45,17.43,17.56,7.8,9.89,9.11,8.89,11.22,11.25,9.45,6.89,6.66,4.89,3.89,5.57,7,7.56,6.78,5,5,5.78,5.86,6.56,7.56,7.56,9.02,9.01,6.74,4.46,4.46,4.49,6,5.25
17/09/2019,6,7.51,9.02,8.06,8.78,11.81,8.78,8.03,7.27,5.75,5.79,7.51,6.75,4.49,3.74,3.74,3.12,2.36,3.11,4.84,4.87,4.11,4.6,3.89,5.4,6.38,6.06,6.54,7.78,7.03,7.82,7.83,7.07,7.72,7.08,8.71,9.03,9.29,11.12,15.04,13.13,12.67,11.5,13.95,13.49,14.5,15.5,16.6,20.47,20.29,24.66,29,29.47,31.31,37.82,34.87,37.05,31.79,38.4,38.66,45.08,39.56,46.26,44.15,53.3,42.34,47.41,42.21,38.69,44.5,40.14,35.85,35.91,29.82,29.75,33.39,36.96,38.35,36.1,36.83,33.86,38.14,35.01,34.93,32.07,32.52,27.88,28.84,26.34,24.25,24,24.56,23.56,22,20.25,19.29
18/09/2019,20,21.34,22,21.86,21.89,20.25,20.86,25.78,26.56,24.78,25.56,28.66,26.11,25.34,23.78,23,20.66,22,17.89,18.66,17.66,20,20.34,20.43,19.56,23.89,22.11,19.5,19.86,17,15.45,14.66,12.34,16.22,12.11,9.78,12.89,12.11,12.22,9.11,10.66,10.11,11.66,8.56,10.25,10.43,10.89,10.89,11.75,11.14,11,11.5,12.77,11,11.8,13,11.14,12.66,12.75,12.14,11.34,12.4,15.5,15.66,15.75,14.71,15.22,17.78,18,15.11,16.11,20.25,21.22,21.45,21,23.57,29.11,32.22,34,31.66,30.11,35.78,33.45,35,35,36.56,46.56,45.78,45.56,44.78,45.56,46.34,46.34,48.11,43.45,44.1
19/09/2019,47.38,47.56,42.89,42.89,39.78,40.5,41.86,39.66,42.75,41.86,42.34,42.6,41,40,46.34,45,42.86,47.78,49.5,42.29,39,37.8,45.11,38.66,42.56,39,38.56,35,33,29.89,25,25,22.66,21.89,20.89,16.78,19.11,18.89,16.89,17.66,18.44,15.14,22.01,15.5,15.99,17.99,16.01,17.76,16.01,15.51,16.33,17,17.51,19,21.3,18.71,17.17,19.66,18.16,18.66,20.22,20.78,22.34,23.89,25.45,26,27,27,28,29,22.01,25.2,27.99,28.27,31.64,34.42,38.61,41.97,47.58,49.95,51.68,53.3,53.52,55.19,58.5,60.16,68.29,62.06,64.78,64.97,62.15,61.31,59.99,55.52,53.99,52
20/09/2019,55.59,51.59,51.32,51.86,54.71,52.23,55.79,53,53.07,51.33,51.08,50.1,50.62,52.95,51.21,49.99,51.14,59.38,54.61,53.67,52.8,52.48,52.32,50,56.66,55.08,48.81,47.31,45.86,39.83,32.22,29.53,26.03,24.7,26.14,25.49,23.34,24,17.29,21.62,21.77,23.25,23.32,22.58,24.75,22.64,22.07,20.52,17.52,18.85,17.94,16.21,16.27,20.17,19.71,16.87,19.93,19.08,18.1,21,23,23.52,21.52,25.32,22.78,24.34,20.63,21.36,25.08,28.2,30.23,32.69,34.03,39.23,43.07,47.89,50.51,56.02,58.69,59.49,57.31,61.16,60.32,63.75,66.32,66.4,72.75,72.99,70.53,75.18,79.76,80.84,80.72,82.3,84.35,86.23
21/09/2019,83.39,85.79,80.57,78.78,76.54,74.31,72.3,66.26,58,73.3,71.69,69.23,69.12,67.26,62.93,57.61,51.01,60.8,58.82,56.03,56.89,57.5,55.97,54.61,52,48.21,44.49,42.94,39.27,34.03,27,21.92,17.43,13.27,11.21,9.66,7.81,11.13,11.27,9.8,9.7,9.7,8.41,9.12,8.97,10.12,10.98,10.35,11.7,12.06,15.01,14.6,14.83,18.59,17.43,17.6,19.94,22.89,23.43,24.79,24.49,28.19,25.93,28.72,24.7,27.72,31.05,28.58,30.51,28.86,32.75,37.31,39.98,41.69,47.47,50.71,50.48,51.51,49.35,47.91,47.36,46.21,42.49,36,51.72,50.3,51.12,47.62,45.77,42.96,40.44,40.61,38.13,37.78,38.13,36.66
22/09/2019,33.9,34.23,36.16,36.15,35.21,34.21,33.19,32.91,31.26,29.23,25.65,21.54,18.87,16.51,13.84,12.99,11.95,9.08,9.41,13.47,8.81,10.97,7.67,10.1,9.1,9.62,7.66,7.88,6.3,6.23,5.93,4.36,2.75,2.5,1.53,0.55,0.65,1.16,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1.77,1.09,0.38,0.86,1,1,1.68,2.43,3.51,2.85,3.76,3.74,3.4,3.91,5,4.42,4.89,5.03,5.44,5.14,5.89,6.9,8,12.99,18.01,21.43,23.1,17.68,23.21,26.61,31.36
23/09/2019,33.34,40.58,54.11,61.86,66.51,73.12,82.98,94.99,88.42,90.3,92.47,96.54,97.69,96.4,94.48,92.32,99.99,93.15,92.07,92.96,93.33,81.04,75.84,67.84,60.95,56.59,55.12,44.31,46.63,47.66,46.51,43.33,41.34,37.91,36.09,33.32,29.56,29.86,34.66,33.93,28.19,27.06,30.71,29.18,26.67,23.79,21.38,21.11,22.38,22.34,24.42,20.51,20,16.06,13.44,14.1,15.38,13.25,14.26,12.56,14.35,14.58,13.74,13.37,13.15,11.98,8,9.56,8,7.34,7.4,7.5,6.45,7.22,9.6,11.34,13.11,13.11,12.34,11.56,11.56,11.56,11.56,11.46,11.56,9.27,7.12,7.86,8,8.78,9.5,9.43,8.66,8.6,7.22,6.45
24/09/2019,5.66,4.66,4.66,3.75,2.86,3.45,4,4,4.5,4.5,4.56,2,1.34,2.78,2,2.78,2.78,3,3,1.45,1.45,1.45,1.45,2.22,3.22,2,2.78,2.78,2.78,2,1.25,1.29,1.34,2,2,2.78,2.78,3.78,5.78,4.5,4.8,4.66,5.8,4.66,4.89,6.45,5.89,6.11,6.34,6.34,5.25,6.29,5.66,4.6,3.25,4.14,3.11,4.25,5.14,5.66,6,7,9.34,11,9.66,13.22,17,15.66,17.66,22,29.66,26.22,27.45,26.34,30.66,31.89,34.66,34.89,40.78,41.78,42.22,47.89,48.89,51.45,53.45,49.71,61.56,54,49,48.86,47.34,53.6,57.56,69.45,65.56,66.56
25/09/2019,59,59.22,64.89,62,64,70.22,71.22,67.43,65.45,69.56,76,67.66,75.44,71.56,72.5,64,69.11,76,77,72.34,70,66.45,71.66,70.45,66.11,55,57.66,52,53.5,45.89,40.75,39.22,36.66,40,39.14,40,40.8,43,45.22,40.56,44.66,45.89,56.45,45,48.43,55,43.56,50.5,53,49.45,47.67,51.32,50.25,49,57.34,49.8,48,46.34,51.45,53.56,51,59.11,58.11,56.89,48.66,46.34,38,42.66,40.11,38.78,37,37.34,36,34.34,35.11,36.89,37.75,36.34,39.44,41.22,42.66,40.45,39.66,43.5,46.89,38.34,36.4,34.14,39.89,43.78,40.89,37,37.71,38,38.6,33.34
26/09/2019,33.56,32,32.56,31,35.66,38.66,32.56,33.89,30.78,29.78,29,29.56,32.75,34.29,34.34,38.11,32.75,28.78,30.11,27.75,29.86,26.22,25.45,24.66,22.34,23,23.6,26.11,24.56,23,22,23.56,22.56,22.78,24.56,25.34,23.23,26.56,34,31,27.45,28.45,24,26.71,30,29,21.89,25.25,28.88,27,25.66,26.66,23.78,27.11,25.25,28.43,27.66,27.6,27.5,29.34,32,25.22,28.78,29.78,34.11,35.34,47,40.89,42.11,44.66,43.56,43.25,47.89,46.56,50.75,49.34,48.25,53.8,52.11,54.45,51.89,46.66,48.22,50.78,51.56,53.89,47.11,46.5,40.11,42.45,43.5,43.22,47.25,47.43,48.11,46
